timestamp,num,Fulham,Draw,Liverpool,Fulham (decimal),Draw (decimal),Liverpool (decimal),total_probability,minimum_return_1000_GBP
1743947417.1011715,74,1/4,11/2,14/1,0.8,0.15384615384615385,0.06666666666666667,1.0205128205128207,979.88
1743947445.2501273,75,2/7,11/2,14/1,0.7777777777777778,0.15384615384615385,0.06666666666666667,0.9982905982905983,1001.7
1743947547.5005026,76,2/7,11/2,12/1,0.7777777777777778,0.15384615384615385,0.07692307692307693,1.0085470085470085,991.51
1743947575.1842678,77,2/7,11/2,12/1,0.7777777777777778,0.15384615384615385,0.07692307692307693,1.0085470085470085,991.51
1743947603.4108183,78,2/7,11/2,12/1,0.7777777777777778,0.15384615384615385,0.07692307692307693,1.0085470085470085,991.51
1743947631.0247808,79,2/7,11/2,12/1,0.7777777777777778,0.15384615384615385,0.07692307692307693,1.0085470085470085,991.51
1743947658.6731565,80,2/7,11/2,12/1,0.7777777777777778,0.15384615384615385,0.07692307692307693,1.0085470085470085,991.51
1743947686.6268206,81,2/7,26/5,12/1,0.7777777777777778,0.16129032258064516,0.07692307692307693,1.0159911772814998,984.23
1743947714.3399253,82,2/7,26/5,12/1,0.7777777777777778,0.16129032258064516,0.07692307692307693,1.0159911772814998,984.23
1743947742.1377373,83,2/7,26/5,12/1,0.7777777777777778,0.16129032258064516,0.07692307692307693,1.0159911772814998,984.23
1743947770.3856518,84,2/7,26/5,12/1,0.7777777777777778,0.16129032258064516,0.07692307692307693,1.0159911772814998,984.23
